,from,where,text,movie_num,text_processed,trilogy,name,species,affiliation,gender,pronouns,hair,skin,homeworld,death,height,eyes,class,mass,apprentices,birth,families,parents,matched_name,community
1685,gold five,EXT. GOLD FIVE'S COCKPIT,Stabilize your read deflectors. Watch for enemy fighters.,4,stabilize your read deflectors watch for enemy fighters,2,gold five (archeon nebula),Human,Massassi Group,Female,,,Fair,,"2 BBY, Archeon Nebula",,Brown,,,,,,,gold five,4.0
1686,gold five,INT. GOLD FIVE'S Y-WING - COCKPIT,Stay on target.,4,stay on target,2,gold five (archeon nebula),Human,Massassi Group,Female,,,Fair,,"2 BBY, Archeon Nebula",,Brown,,,,,,,gold five,4.0
1687,gold five,INT. GOLD FIVE'S Y-WING - COCKPIT,Stay on target!,4,stay on target,2,gold five (archeon nebula),Human,Massassi Group,Female,,,Fair,,"2 BBY, Archeon Nebula",,Brown,,,,,,,gold five,4.0
1688,gold five,INT. GOLD FIVE'S Y-WING - COCKPIT,Gold Five to Red Leader...,4,gold five to red leader,2,gold five (archeon nebula),Human,Massassi Group,Female,,,Fair,,"2 BBY, Archeon Nebula",,Brown,,,,,,,gold five,4.0
1689,gold five,INT. LUKE'S X-WING FIGHTER - COCKPIT,"(over headset) Lost Tiree, lost Dutch.",4,over headset lost tiree lost dutch,2,gold five (archeon nebula),Human,Massassi Group,Female,,,Fair,,"2 BBY, Archeon Nebula",,Brown,,,,,,,gold five,4.0
1690,gold five,INT. GOLD FIVE'S Y-WING - COCKPIT,They came from behind...,4,they came from behind,2,gold five (archeon nebula),Human,Massassi Group,Female,,,Fair,,"2 BBY, Archeon Nebula",,Brown,,,,,,,gold five,4.0
1691,gold leader,INT. DEATH STAR - CONTROL ROOM,"Pardon me for asking, sir, but what good are snub fighters going to be against that?",4,pardon me for asking sir but what good are snub fighters going to be against that,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1692,gold leader,INT. GOLD LEADER'S COCKPIT,"Red Leader, this is Gold Leader.",4,red leader this is gold leader,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1693,gold leader,INT. GOLD LEADER'S COCKPIT,We're starting for the target shaft now.,4,were starting for the target shaft now,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1694,gold leader,INT. MASSASSI OUTPOST - WAR ROOM,(over speaker) Red Leader...,4,over speaker red leader,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1695,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT,This is Gold Leader. We're starting out attack run.,4,this is gold leader were starting out attack run,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1696,gold leader,INT. MASSASSI OUTPOST - WAR ROOM,(over speaker) The exhaust post is...,4,over speaker the exhaust post is,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1697,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT,...marked and locked in!,4,marked and locked in,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1698,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT,Switch power to front deflector screens.,4,switch power to front deflector screens,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1699,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT,"How many guns do you think, Gold Five.",4,how many guns do you think gold five,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1700,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT,Switching to targeting computer.,4,switching to targeting computer,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1701,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT,They've coming in! Three marks at two ten.,4,theyve coming in three marks at two ten,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1702,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT, (into mike) I can't maneuver!,4, into mike i cant maneuver,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1703,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT,We're too close.,4,were too close,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1704,gold leader,INT. GOLD LEADER'S Y-WING - COCKPIT,Loosen up!,4,loosen up,2,gold leader (anaxes),Human (clone),Galactic Republic,,,,,Kamino,,1.83 meters,,,,,,,,gold leader,4.0
1705,gold two,INT. GOLD TWO'S Y-WING - COCKPIT,Computer's locked. Getting a signal.,4,computers locked getting a signal,2,gold two (rebellion),Human,Alliance to Restore the Republic,Female,,Black,Light,,,,Brown,,,,,,,gold two,
1706,gold two,INT. GOLD TWO'S Y-WING - COCKPIT,The guns... they've stopped!,4,the guns theyve stopped,2,gold two (rebellion),Human,Alliance to Restore the Republic,Female,,Black,Light,,,,Brown,,,,,,,gold two,
1707,gray leader,93 INT MILLENNIUM FALCON - COCKPIT,Gray Leader standing by.,6,gray leader standing by,2,,,,,,,,,,,,,,,,,,,
1708,greedo,INT. MOS EISLEY - CANTINA,"Going somewhere, Solo?",4,going somewhere solo,2,greedo,Rodian,Jabba's criminal empire,Male,He/him,n/a,Green,Rodia,"0 BBY,","1.74 meters (5 ft, 9 in)",Indigo,,,,44 BBY,,,greedo,2.0
1709,greedo,INT. MOS EISLEY - CANTINA,"It's too late. You should have paid him when you had the chance. Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you. I'm lucky I found you first.",4,its too late you should have paid him when you had the chance jabbas put a price on your head so large that every bounty hunter in the galaxy will be looking for you im lucky i found you first,2,greedo,Rodian,Jabba's criminal empire,Male,He/him,n/a,Green,Rodia,"0 BBY,","1.74 meters (5 ft, 9 in)",Indigo,,,,44 BBY,,,greedo,2.0
1710,greedo,INT. MOS EISLEY - CANTINA,"If you give it to me, I might forget I found you.",4,if you give it to me i might forget i found you,2,greedo,Rodian,Jabba's criminal empire,Male,He/him,n/a,Green,Rodia,"0 BBY,","1.74 meters (5 ft, 9 in)",Indigo,,,,44 BBY,,,greedo,2.0
1711,greedo,INT. MOS EISLEY - CANTINA,Jabba's through with you. He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.,4,jabbas through with you he has no time for smugglers who drop their shipments at the first sign of an imperial cruiser,2,greedo,Rodian,Jabba's criminal empire,Male,He/him,n/a,Green,Rodia,"0 BBY,","1.74 meters (5 ft, 9 in)",Indigo,,,,44 BBY,,,greedo,2.0
1712,greedo,INT. MOS EISLEY - CANTINA,You can tell that to Jabba. He may only take your ship.,4,you can tell that to jabba he may only take your ship,2,greedo,Rodian,Jabba's criminal empire,Male,He/him,n/a,Green,Rodia,"0 BBY,","1.74 meters (5 ft, 9 in)",Indigo,,,,44 BBY,,,greedo,2.0
1713,greedo,INT. MOS EISLEY - CANTINA,That's the idea. I've been looking forward to killing you for a long time.,4,thats the idea ive been looking forward to killing you for a long time,2,greedo,Rodian,Jabba's criminal empire,Male,He/him,n/a,Green,Rodia,"0 BBY,","1.74 meters (5 ft, 9 in)",Indigo,,,,44 BBY,,,greedo,2.0
1714,green leader,93 INT MILLENNIUM FALCON - COCKPIT,Green Leader standing by.,6,green leader standing by,2,green leader (atollon),Human,Alliance to Restore the Republic,Male,,Brown,Light,,,,,,,,,,,green leader,4.0
1715,guard,INT. QUEENS QUARTERS - CORUSCANT - DAY,The boy is here to see Padme.,1,the boy is here to see padme,both,eighth guard,Human,First Order,,,,,,"34 ABY,",,,,,,,,,guard,5.0
1716,guard,168 EXT. CORUSCANT-SENATE LANDING PLATFORM-LATE DAY,"Welcome back, Senator. May I see your clearance?",3,welcome back senator may i see your clearance,both,eighth guard,Human,First Order,,,,,,"34 ABY,",,,,,,,,,guard,5.0
1717,guard,168 EXT. CORUSCANT-SENATE LANDING PLATFORM-LATE DAY,"Thank you, you may proceed. We will take custody of the Jedi.",3,thank you you may proceed we will take custody of the jedi,both,eighth guard,Human,First Order,,,,,,"34 ABY,",,,,,,,,,guard,5.0
1718,guard,168 EXT. CORUSCANT-SENATE LANDING PLATFORM-LATE DAY,It would be better if they stayed with you.,3,it would be better if they stayed with you,both,eighth guard,Human,First Order,,,,,,"34 ABY,",,,,,,,,,guard,5.0
1719,guard,68 INT DEATH STAR - CORRIDOR TO EMPEROR'S TOWER,Halt! The Emperor does not wish to be disturbed at the moment.,6,halt the emperor does not wish to be disturbed at the moment,both,eighth guard,Human,First Order,,,,,,"34 ABY,",,,,,,,,,guard,5.0
1720,guard,68 INT DEATH STAR - CORRIDOR TO EMPEROR'S TOWER,"(repeating Vader's command) The Emperor will see you, now.",6,repeating vaders command the emperor will see you now,both,eighth guard,Human,First Order,,,,,,"34 ABY,",,,,,,,,,guard,5.0
1721,guard droid,INT. CENTRAL HANGER - DAY,Halt.,1,halt,1,,,,,,,,,,,,,,,,,,,
1722,guard droid,INT. CENTRAL HANGER - DAY,Where are you taking them?,1,where are you taking them,1,,,,,,,,,,,,,,,,,,,
1723,guard droid,INT. CENTRAL HANGER - DAY,"Coruscant? U h, that doesn't compute. Uh, wait. U h, you're under arrest.",1,coruscant u h that doesnt compute uh wait u h youre under arrest,1,,,,,,,,,,,,,,,,,,,
1724,gungan lookout,EXT. NABOO EDGE OF SWAMP/ GRASS PLAINS - DAY,Daza comen!,1,daza comen,1,gungan,,,,,,,,,2 meters,,Amphibian,75 kg (165lbs),,,,,gungan lookout,5.0
1725,han and luke,74 EXT EWOK VILLAGE SQUARE,Leia!,6,leia,2,,,,,,,,,,,,,,,,,,,
1726,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,Han Solo. I'm captain of the Millennium Falcon. Chewie here tells me you're looking for passage to the Alderaan system.,4,han solo im captain of the millennium falcon chewie here tells me youre looking for passage to the alderaan system,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1727,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,Fast ship? You've never heard of the Millennium Falcon?,4,fast ship youve never heard of the millennium falcon,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1728,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,It's the ship that made the Kessel run in less than twelve parsecs!,4,its the ship that made the kessel run in less than twelve parsecs,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1729,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,"I've outrun Imperial starships, not the local bulk-cruisers, mind you. I'm talking about the big Corellian ships now. She's fast enough for you, old man. What's the cargo?",4,ive outrun imperial starships not the local bulkcruisers mind you im talking about the big corellian ships now shes fast enough for you old man whats the cargo,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1730,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,What is it? Some kind of local trouble?,4,what is it some kind of local trouble,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1731,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,"Well, that's the trick, isn't it? And it's going to cost you something extra. Ten thousand in advance.",4,well thats the trick isnt it and its going to cost you something extra ten thousand in advance,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1732,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,"But who's going to fly it, kid! You?",4,but whos going to fly it kid you,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1733,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,"Seventeen, huh!",4,seventeen huh,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1734,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,Okay. You guys got yourself a ship. We'll leave as soon as you're ready. Docking bay Ninety-four.,4,okay you guys got yourself a ship well leave as soon as youre ready docking bay ninetyfour,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1735,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,Looks like somebody's beginning to take an interest in your handiwork.,4,looks like somebodys beginning to take an interest in your handiwork,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1736,han solo,INT. TATOOINE - MOS EISLEY - CANTINA,Seventeen thousand! Those guys must really be desperate. This could really save my neck. Get back to the ship and get her ready.,4,seventeen thousand those guys must really be desperate this could really save my neck get back to the ship and get her ready,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1737,han solo,INT. MOS EISLEY - CANTINA,"Yes, Greedo. As a matter of fact, I was just going to see your boss. Tell Jabba that I've got his money.",4,yes greedo as a matter of fact i was just going to see your boss tell jabba that ive got his money,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1738,han solo,INT. MOS EISLEY - CANTINA,"Yeah, but this time I got the money.",4,yeah but this time i got the money,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1739,han solo,INT. MOS EISLEY - CANTINA,I don't have it with me. Tell Jabba...,4,i dont have it with me tell jabba,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1740,han solo,INT. MOS EISLEY - CANTINA,Even I get boarded sometimes. Do you think I had a choice?,4,even i get boarded sometimes do you think i had a choice,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1741,han solo,INT. MOS EISLEY - CANTINA,Over my dead body.,4,over my dead body,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1742,han solo,INT. MOS EISLEY - CANTINA,"Yes, I'll bet you have.",4,yes ill bet you have,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1743,han solo,INT. MOS EISLEY - CANTINA,Sorry about the mess.,4,sorry about the mess,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1744,han solo,INT. DOCKING BAY 94 - DAY,"I've been waiting for you, Jabba.",4,ive been waiting for you jabba,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1745,han solo,INT. DOCKING BAY 94 - DAY,I'm not the type to run.,4,im not the type to run,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1746,han solo,INT. DOCKING BAY 94 - DAY,You sent Greedo to blast me.,4,you sent greedo to blast me,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1747,han solo,INT. DOCKING BAY 94 - DAY,"I think he thought he was. Next time don't send one of those twerps. If you've got something to say to me, come see me yourself.",4,i think he thought he was next time dont send one of those twerps if youve got something to say to me come see me yourself,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1748,han solo,INT. DOCKING BAY 94 - DAY,"You know, even I get boarded sometimes, Jabba. I had no choice, but I've got a charter now and I can pay you back, plus a little extra. I just need some more time.",4,you know even i get boarded sometimes jabba i had no choice but ive got a charter now and i can pay you back plus a little extra i just need some more time,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1749,han solo,INT. DOCKING BAY 94 - DAY,"Jabba, I'll pay you because it's my pleasure.",4,jabba ill pay you because its my pleasure,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1750,han solo,INT. DOCKING BAY 94 - DAY,"She'll make point five beyond the speed of light. She may not look like much, but she's got it where it counts, kid. I've added some special modifications myself.",4,shell make point five beyond the speed of light she may not look like much but shes got it where it counts kid ive added some special modifications myself,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1751,han solo,INT. DOCKING BAY 94 - DAY,"We're a little rushed, so if you'll hurry aboard we'll get out of here.",4,were a little rushed so if youll hurry aboard well get out of here,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1752,han solo,INT. MILLENNIUM FALCON,"Chewie, get us out of here!",4,chewie get us out of here,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1753,han solo,INT. MILLENNIUM FALCON,It looks like an Imperial cruiser. Our passengers must be hotter than I thought. Try and hold them off. Angle the deflector shield while I make the calculations for the jump to light speed.,4,it looks like an imperial cruiser our passengers must be hotter than i thought try and hold them off angle the deflector shield while i make the calculations for the jump to light speed,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1754,han solo,INT. MILLENNIUM FALCON,Stay sharp! There are two more coming in; they're going to try to cut us off.,4,stay sharp there are two more coming in theyre going to try to cut us off,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1755,han solo,INT. MILLENNIUM FALCON,"Watch your mouth, kid, or you're going to find yourself floating home. We'll be safe enough once we make the jump to hyperspace. Besides, I know a few maneuvers. We'll lose them!",4,watch your mouth kid or youre going to find yourself floating home well be safe enough once we make the jump to hyperspace besides i know a few maneuvers well lose them,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1756,han solo,INT. MILLENNIUM FALCON - COCKPIT,Here's where the fun begins!,4,heres where the fun begins,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1757,han solo,INT. MILLENNIUM FALCON - COCKPIT,It'll take a few moments to get the coordinates from the navi-computer.,4,itll take a few moments to get the coordinates from the navicomputer,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1758,han solo,INT. MILLENNIUM FALCON - COCKPIT,"Traveling through hyperspace isn't like dusting crops, boy! Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?",4,traveling through hyperspace isnt like dusting crops boy without precise calculations we could fly right through a star or bounce too close to a supernova and thatd end your trip real quick wouldnt it,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1759,han solo,INT. MILLENNIUM FALCON - COCKPIT,"We're losing our deflector shield. Go strap yourself in, I'm going to make the jump to light speed.",4,were losing our deflector shield go strap yourself in im going to make the jump to light speed,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1760,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,"Well, you can forget your troubles with those Imperial slugs. I told you I'd outrun 'em.",4,well you can forget your troubles with those imperial slugs i told you id outrun em,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1761,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,Don't everyone thank me at once.,4,dont everyone thank me at once,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1762,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,"Anyway, we should be at Alderaan about oh-two-hundred hours.",4,anyway we should be at alderaan about ohtwohundred hours,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1763,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,(interrupting) Let him have it. It's not wise to upset a Wookiee.,4,interrupting let him have it its not wise to upset a wookiee,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1764,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,That's 'cause droids don't pull people's arms out of their socket when they lose. Wookiees are known to do that.,4,thats cause droids dont pull peoples arms out of their socket when they lose wookiees are known to do that,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1765,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",4,hokey religions and ancient weapons are no match for a good blaster at your side kid,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1766,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,"Kid, I've flown from one side of this galaxy to the other. I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything. There's no mystical energy field that controls my destiny.",4,kid ive flown from one side of this galaxy to the other ive seen a lot of strange stuff but ive never seen anything to make me believe theres one allpowerful force controlling everything theres no mystical energy field that controls my destiny,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1767,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,It's all a lot of simple tricks and nonsense.,4,its all a lot of simple tricks and nonsense,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1768,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,I call it luck.,4,i call it luck,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1769,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,"Look, going good against remotes is one thing. Going good against the living? That's something else.",4,look going good against remotes is one thing going good against the living thats something else,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
1770,han solo,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,Looks like we're coming up on Alderaan.,4,looks like were coming up on alderaan,2,han solo,Human (Corellian),White Worms,Male,He/him,"Brown,",Light,Corellia,"34 ABY,",1.8 meters,Hazel-green,,80 kilograms,Rey (protégée),"32 BBY, Corellia",Solo family,Ovan,han solo,2.0
